날짜,체결가,전일비,등락률,거래량(천주),거래대금(백만)
2019.01.07,2037.1,26.85,1.34%,428010,5129877
2019.01.08,2025.27,11.83,-0.58%,390699,4722446
2019.01.09,2064.71,39.44,1.95%,379519,5421755
2019.01.10,2063.28,1.43,-0.07%,375681,5270294
2019.01.11,2075.57,12.29,0.60%,372532,4479731
2019.01.14,2064.52,11.05,-0.53%,427924,4875183
2019.01.15,2097.18,32.66,1.58%,432915,5154295
2019.01.16,2106.1,8.92,0.43%,492712,5273405
2019.01.17,2107.06,0.96,0.05%,464810,5663724
2019.01.18,2124.28,17.22,0.82%,449278,5171836
2019.01.21,2124.61,0.33,0.02%,392704,5212676
2019.01.22,2117.77,6.84,-0.32%,414468,4836542
2019.01.23,2127.78,10.01,0.47%,401771,5001027
2019.01.24,2145.03,17.25,0.81%,407782,5942872
2019.01.25,2177.73,32.7,1.52%,402960,6926796
2019.01.28,2177.3,0.43,-0.02%,366842,5990036
2019.01.29,2183.36,6.06,0.28%,539639,6274123
2019.01.30,2206.2,22.84,1.05%,469483,6776093
2019.01.31,2204.85,1.35,-0.06%,537459,7661131
2019.02.01,2203.46,1.39,-0.06%,471733,6740304
2019.02.07,2203.42,0.04,0.00%,423145,6249732
2019.02.08,2177.05,26.37,-1.20%,386225,5633694
2019.02.11,2180.73,3.68,0.17%,398632,5149761
2019.02.12,2190.47,9.74,0.45%,423286,5753218
2019.02.13,2201.48,11.01,0.50%,416940,5504338
2019.02.14,2225.85,24.37,1.11%,561305,6281173
2019.02.15,2196.09,29.76,-1.34%,395651,4983570
2019.02.18,2210.89,14.8,0.67%,309197,4564786
2019.02.19,2205.63,5.26,-0.24%,384228,4460124
2019.02.20,2229.76,24.13,1.09%,369029,5842969
2019.02.21,2228.66,1.1,-0.05%,375779,5382025
2019.02.22,2230.5,1.84,0.08%,401737,4540762
2019.02.25,2232.56,2.06,0.09%,333063,4598631
2019.02.26,2226.6,5.96,-0.27%,327193,4921095
2019.02.27,2234.79,8.19,0.37%,296431,4823190
2019.02.28,2195.44,39.35,-1.76%,489008,8053936
2019.03.04,2190.66,4.78,-0.22%,367747,6311416
2019.03.05,2179.23,11.43,-0.52%,308799,4909625
2019.03.06,2175.6,3.63,-0.17%,320126,4695755
2019.03.07,2165.79,9.81,-0.45%,287996,4763712
2019.03.08,2137.44,28.35,-1.31%,308815,4436517
2019.03.11,2138.1,0.66,0.03%,260053,3866272
2019.03.12,2157.18,19.08,0.89%,345710,4119381
2019.03.13,2148.41,8.77,-0.41%,279216,3978006
2019.03.14,2155.68,7.27,0.34%,337193,5802023
2019.03.15,2176.11,20.43,0.95%,373548,6297979
2019.03.18,2179.49,3.38,0.16%,249163,3959857
2019.03.19,2177.62,1.87,-0.09%,314207,3807770
2019.03.20,2177.1,0.52,-0.02%,312810,4099673
2019.03.21,2184.88,7.78,0.36%,337350,6153800
2019.03.22,2186.95,2.07,0.09%,291431,4852197
2019.03.25,2144.86,42.09,-1.92%,302120,4048366
2019.03.26,2148.8,3.94,0.18%,295608,4123405
2019.03.27,2145.62,3.18,-0.15%,358547,4431972
2019.03.28,2128.1,17.52,-0.82%,284332,4315448
2019.03.29,2140.67,12.57,0.59%,357009,5040893
2019.04.01,2168.28,27.61,1.29%,259056,4237852
2019.04.02,2177.18,8.9,0.41%,250943,4097935
2019.04.03,2203.27,26.09,1.20%,344289,5116975
2019.04.04,2206.53,3.26,0.15%,425460,4729875
2019.04.05,2209.61,3.08,0.14%,511707,4129338
2019.04.08,2210.6,0.99,0.04%,335877,4558330
2019.04.09,2213.56,2.96,0.13%,409577,4778338
2019.04.10,2224.39,10.83,0.49%,390930,4895638
2019.04.11,2224.44,0.05,0.00%,395009,5767600
2019.04.12,2233.45,9.01,0.41%,436941,5870307
2019.04.15,2242.88,9.43,0.42%,397924,6554649
2019.04.16,2248.63,5.75,0.26%,561427,6894773
2019.04.17,2245.89,2.74,-0.12%,445956,5425594
2019.04.18,2213.77,32.12,-1.43%,507550,5940105
2019.04.19,2216.15,2.38,0.11%,517275,4847420
2019.04.22,2216.65,0.5,0.02%,487911,4566179
2019.04.23,2220.51,3.86,0.17%,470609,4786981
2019.04.24,2201.03,19.48,-0.88%,564866,6002015
2019.04.25,2190.5,10.53,-0.48%,427285,5413864
2019.04.26,2179.31,11.19,-0.51%,560739,5143993
2019.04.29,2216.43,37.12,1.70%,373525,4885124
2019.04.30,2203.59,12.84,-0.58%,374761,5568343
2019.05.02,2212.75,9.16,0.42%,358950,4924645
2019.05.03,2196.32,16.43,-0.74%,609795,5186042
2019.05.07,2176.99,19.33,-0.88%,472192,5330635
2019.05.08,2168.01,8.98,-0.41%,448442,5052696
2019.05.09,2102.01,66,-3.04%,729216,7926742
2019.05.10,2108.04,6.03,0.29%,701729,6228329
2019.05.13,2079.01,29.03,-1.38%,494836,4523847
2019.05.14,2081.84,2.83,0.14%,688582,5780370
2019.05.15,2092.78,10.94,0.53%,556549,4856173
2019.05.16,2067.69,25.09,-1.20%,733268,5960610
2019.05.17,2055.8,11.89,-0.58%,519449,4863783
2019.05.20,2055.71,0.09,0.00%,622980,4625745
2019.05.21,2061.25,5.54,0.27%,516057,5212908
2019.05.22,2064.86,3.61,0.18%,500633,4520006
2019.05.23,2059.59,5.27,-0.26%,500234,4744879
2019.05.24,2045.31,14.28,-0.69%,471975,4458262
2019.05.27,2044.21,1.1,-0.05%,342684,3394628
2019.05.28,2048.83,4.62,0.23%,474627,7648693
2019.05.29,2023.32,25.51,-1.25%,368271,4564422
2019.05.30,2038.8,15.48,0.77%,444802,4833410
2019.05.31,2041.74,2.94,0.14%,426548,4838796
2019.06.03,2067.85,26.11,1.28%,381005,4581028
2019.06.04,2066.97,0.88,-0.04%,428182,4773926
2019.06.05,2069.11,2.14,0.10%,372801,4370136
2019.06.07,2072.33,3.22,0.16%,357532,4244185
2019.06.10,2099.49,27.16,1.31%,452195,4129681
2019.06.11,2111.81,12.32,0.59%,542183,4097741
2019.06.12,2108.75,3.06,-0.14%,686305,4614542
2019.06.13,2103.15,5.6,-0.27%,543630,5928147
2019.06.14,2095.41,7.74,-0.37%,465636,4576882
2019.06.17,2090.73,4.68,-0.22%,547928,3980288
2019.06.18,2098.71,7.98,0.38%,584434,4272621
2019.06.19,2124.78,26.07,1.24%,847570,4860633
2019.06.20,2131.29,6.51,0.31%,996213,3906259
2019.06.21,2125.62,5.67,-0.27%,680199,5112321
2019.06.24,2126.33,0.71,0.03%,660547,3996337
2019.06.25,2121.64,4.69,-0.22%,634514,4198154
2019.06.26,2121.85,0.21,0.01%,725559,4389757
2019.06.27,2134.32,12.47,0.59%,637264,5064017
2019.06.28,2130.62,3.7,-0.17%,529503,4191165
2019.07.01,2129.74,0.88,-0.04%,405153,4544544
2019.07.02,2122.02,7.72,-0.36%,442102,4031531
2019.07.03,2096.02,26,-1.23%,510185,4512416
2019.07.04,2108.73,12.71,0.61%,440234,4471126
2019.07.05,2110.59,1.86,0.09%,452463,3959700
2019.07.08,2064.17,46.42,-2.20%,507760,4275766
2019.07.09,2052.03,12.14,-0.59%,433474,4361543
2019.07.10,2058.78,6.75,0.33%,350018,3867014
2019.07.11,2080.58,21.8,1.06%,368242,4934006
2019.07.12,2086.66,6.08,0.29%,398353,3714594
2019.07.15,2082.48,4.18,-0.20%,455075,3656611
2019.07.16,2091.87,9.39,0.45%,674500,5158374
2019.07.17,2072.92,18.95,-0.91%,752119,4549215
2019.07.18,2066.55,6.37,-0.31%,437178,3848957
2019.07.19,2094.36,27.81,1.35%,386118,4037112
2019.07.22,2093.34,1.02,-0.05%,320412,3156360
2019.07.23,2101.45,8.11,0.39%,640162,4523644
2019.07.24,2082.3,19.15,-0.91%,841580,4115461
2019.07.25,2074.48,7.82,-0.38%,590890,5126430
2019.07.26,2066.26,8.22,-0.40%,583332,5056450
2019.07.29,2029.48,36.78,-1.78%,608670,4681216
2019.07.30,2038.68,9.2,0.45%,547029,3877489
2019.07.31,2024.55,14.13,-0.69%,589386,5532912
2019.08.01,2017.34,7.21,-0.36%,461743,4443149
2019.08.02,1998.13,19.21,-0.95%,438538,5338221
2019.08.05,1946.98,51.15,-2.56%,639603,6599770
2019.08.06,1917.5,29.48,-1.51%,739588,7179083
2019.08.07,1909.71,7.79,-0.41%,760777,5373398
2019.08.08,1920.61,10.9,0.57%,777165,6769546
2019.08.09,1937.75,17.14,0.89%,654344,5051265
2019.08.12,1942.29,4.54,0.23%,427140,3997754
2019.08.13,1925.83,16.46,-0.85%,660040,4340208
2019.08.14,1938.37,12.54,0.65%,699585,5076486
2019.08.16,1927.17,11.2,-0.58%,421682,4274269
2019.08.19,1939.9,12.73,0.66%,481022,3771542
2019.08.20,1960.25,20.35,1.05%,463604,4130252
2019.08.21,1964.65,4.4,0.22%,391567,3821800
2019.08.22,1951.01,13.64,-0.69%,435564,4095130
2019.08.23,1948.3,2.71,-0.14%,381086,3498464
2019.08.26,1916.31,31.99,-1.64%,324853,3751275
2019.08.27,1924.6,8.29,0.43%,427042,5037419
2019.08.28,1941.09,16.49,0.86%,284344,3288745
2019.08.29,1933.41,7.68,-0.40%,285103,3709595
2019.08.30,1967.79,34.38,1.78%,317733,4371488
2019.09.02,1969.19,1.4,0.07%,262154,2924232
2019.09.03,1965.69,3.5,-0.18%,342077,3916057
2019.09.04,1988.53,22.84,1.16%,348722,4133684
2019.09.05,2004.75,16.22,0.82%,488067,5556532
2019.09.06,2009.13,4.38,0.22%,384440,3667155
2019.09.09,2019.55,10.42,0.52%,511821,4401821
2019.09.10,2032.08,12.53,0.62%,504390,4458784
2019.09.11,2049.2,17.12,0.84%,429075,5997521
2019.09.16,2062.22,13.02,0.64%,493516,5676634
2019.09.17,2062.33,0.11,0.01%,507995,4572240
2019.09.18,2070.73,8.4,0.41%,613147,4849403
2019.09.19,2080.35,9.62,0.46%,493037,4796838
2019.09.20,2091.52,11.17,0.54%,589919,5401656
2019.09.23,2091.7,0.18,0.01%,420948,4095773
2019.09.24,2101.04,9.34,0.45%,535771,4406729
2019.09.25,2073.39,27.65,-1.32%,651551,5181991
2019.09.26,2074.52,1.13,0.05%,430577,4656831
2019.09.27,2049.93,24.59,-1.19%,285943,3489260
2019.09.30,2063.05,13.12,0.64%,327625,3709169
2019.10.01,2072.42,9.37,0.45%,389336,3869998
2019.10.02,2031.91,40.51,-1.95%,414460,3933921
2019.10.04,2020.69,11.22,-0.55%,402940,3963264
2019.10.07,2021.73,1.04,0.05%,322184,3412076
2019.10.08,2046.25,24.52,1.21%,437517,4256283
2019.10.10,2028.15,18.1,-0.88%,445846,5612446
2019.10.11,2044.61,16.46,0.81%,381147,3790613
2019.10.14,2067.4,22.79,1.11%,511215,4579415
2019.10.15,2068.17,0.77,0.04%,464533,4138985
2019.10.16,2082.83,14.66,0.71%,524545,4463659
2019.10.17,2077.94,4.89,-0.23%,314177,3484053
2019.10.18,2060.69,17.25,-0.83%,516687,5429306
2019.10.21,2064.84,4.15,0.20%,606108,3598365
2019.10.22,2088.86,24.02,1.16%,504063,4811062
2019.10.23,2080.62,8.24,-0.39%,429453,5110883
2019.10.24,2085.66,5.04,0.24%,367717,5208814
2019.10.25,2087.89,2.23,0.11%,348686,4429328
2019.10.28,2093.6,5.71,0.27%,269233,3853804
2019.10.29,2092.69,0.91,-0.04%,357662,4067889
2019.10.30,2080.27,12.42,-0.59%,415551,5051507
2019.10.31,2083.48,3.21,0.15%,461322,5777340
2019.11.01,2100.2,16.72,0.80%,418314,4599472
2019.11.04,2130.24,30.04,1.43%,476256,5636693
2019.11.05,2142.64,12.4,0.58%,400643,5181344
2019.11.06,2144.15,1.51,0.07%,410084,5680104
2019.11.07,2144.29,0.14,0.01%,425662,5134908
2019.11.08,2137.23,7.06,-0.33%,574127,5969290
2019.11.11,2124.09,13.14,-0.61%,617265,5346845
2019.11.12,2140.92,16.83,0.79%,610428,5743924
2019.11.13,2122.45,18.47,-0.86%,664365,5376790
2019.11.14,2139.23,16.78,0.79%,521109,6080226
2019.11.15,2162.18,22.95,1.07%,556246,5694837
2019.11.18,2160.69,1.49,-0.07%,489233,4450920
2019.11.19,2153.24,7.45,-0.34%,826885,5605578
2019.11.20,2125.32,27.92,-1.30%,581056,5583376
2019.11.21,2096.6,28.72,-1.35%,579554,5437430
2019.11.22,2101.96,5.36,0.26%,519852,4310267
2019.11.25,2123.5,21.54,1.02%,397676,4288509
2019.11.26,2121.35,2.15,-0.10%,532600,7636050
2019.11.27,2127.85,6.5,0.31%,367796,4318299
2019.11.28,2118.6,9.25,-0.43%,335227,4483257
2019.11.29,2087.96,30.64,-1.45%,433260,5100926
2019.12.02,2091.92,3.96,0.19%,385343,4515836
2019.12.03,2084.07,7.85,-0.38%,450039,4709539
2019.12.04,2068.89,15.18,-0.73%,347002,5085778
2019.12.05,2060.74,8.15,-0.39%,472188,4625010
2019.12.06,2081.85,21.11,1.02%,440188,4215044
2019.12.09,2088.65,6.8,0.33%,393126,3982512
2019.12.10,2098,9.35,0.45%,500064,4172974
2019.12.11,2105.62,7.62,0.36%,668731,4837220
2019.12.12,2137.35,31.73,1.51%,584636,8339490
2019.12.13,2170.25,32.9,1.54%,540027,6253215
2019.12.16,2168.15,2.1,-0.10%,377053,4561208
2019.12.17,2195.68,27.53,1.27%,599534,6380891
2019.12.18,2194.76,0.92,-0.04%,591106,5519070
2019.12.19,2196.56,1.8,0.08%,643143,5262211
2019.12.20,2204.18,7.62,0.35%,646682,5020842
2019.12.23,2203.71,0.47,-0.02%,502034,4734276
2019.12.24,2190.08,13.63,-0.62%,569967,4756454
2019.12.26,2197.93,7.85,0.36%,571309,4795109
2019.12.27,2204.21,6.28,0.29%,490167,5429665
2019.12.30,2197.67,6.54,-0.30%,416403,4113597
